Comune;Provincia;Regione;Tipologia;Categoria;Denominazione;Indirizzo;CAP;Località;Frazione;Telefono;FAX;Indirizzo posta elettronica;Sito internet;Codice esercizio;Camere;Posti letto standard;Posti letto aggiuntivi;18;1]                                                                              ## 
LERICI;LA SPEZIA;Liguria;Alberghi;4STELLE;PICCOLO HOTEL DEL LIDO;Lungomare Biaggini 24;19032;;;0187/966327;0187/966327;lidodilerici@libero.it;http://www.lidodilerici.com;SP2006120;12;24;0;10;1]                                                                                                        ##
LERICI;LA SPEZIA;Liguria;Alberghi;4STELLE;SAN TERENZO;Via Biaggini 2;19036;Lerici;San Terenzo;0187/972469;0187/972469;info@hotelsanterenzo.it;http://www.hotelsanterenzo.it;SP200992;19;36;3;15;1]                                                                                                       ##
LERICI;LA SPEZIA;Liguria;Locande;4STELLE;ECO DEL MARE LA LOCANDA;Via Maramozza 4;19032;;;0187/968609;0187/964239;info@ecodelmare.it;http//www.ecodelmare.it;20104047;6;12;0;10;1]                                                                                                                        ##
LERICI;LA SPEZIA;Liguria;Residenze turistico alberghiere;3STELLE;BAIA BLU;Via Santa Teresa 7;19032;Pozzuolo;San Terenzo;0187/974800;0187/974860;info@baiablurta.com;http://www.baiablurta.com;2005145;19;46;51;18;1]                                                                                     ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;1STELLA;LYRIC HOTEL LEVANTO;Piazza Staglieno 17;19015;;;366/6719055;0187/808331;info@lyrichotellevanto.com;http://www.lyrichotellevanto.com;20149461;8;16;2;17;1]                                                                                                     ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;1STELLA;VILLA GENTILE;Via Jacopo da Levanto 27;19015;;;0187/808551;0187/808551;engy1262@gmail.com;http://www.villagentile.com;SP1250;10;19;0;15;1]                                                                                                                    ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;2STELLE;EUROPA;Via Dante Alighieri 41;19015;;;0187/808126;0187/803846;info@europalevanto.com;http://www.europalevanto.com;SP1120;22;44;0;11;1]                                                                                                                        ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;2STELLE;MONTEROSSO ALTO;Loc. Colle di Gritta;19015;;;0187/1864490;0187/1864493;monterossoalto@libero.it;;SP730;7;13;1;19;1]                                                                                                                                           ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;3STELLE;ABETAIA;Loc. Pian del Momo snc;19015;;;0187/893036;0187/893956;info@hotelabetaia.it;http//www.hotelabetaia.it;SP200999;12;24;12;13;1]                                                                                                                         ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;3STELLE;CARLA;Via Martiri della Liberta' 28;19015;;;0187/808275;0187/808261;info@carlahotel.com;http://www.carlahotel.com;SP800;33;54;0;18;1]                                                                                                                         ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;3STELLE;DORA;Via Martiri della Liberta' 27;19015;;;0187/808168;0187/808007;info@dorahotel.it;http://www.dorahotel.it;SP1050;35;58;3;15;1]                                                                                                                             ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;3STELLE;GARDEN;Corso Italia 6;19015;;;0187/808173;0187/803652;info@nuovogarden.com;http://www.nuovogarden.com;SP1220;14;27;5;16;1]                                                                                                                                    ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;3STELLE;LA GIADA DEL MESCO;Via Mesco 16;19015;;;0187/802674;0187/802673;info@lagiadadelmesco.it;http://www.lagiadadelmesco.it;SP2001265;12;24;0;20;1]                                                                                                                 ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;3STELLE;NAZIONALE;Via Jacopo da Levanto 20;19015;;;0187/808102;0187/800901;hotel@nazionale.it;http://www.nazionale.it;SP1900;36;68;3;18;1]                                                                                                                            ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;3STELLE;OASI HOTEL;Via Terraro snc;19015;;;0187/807356;0187/802809;info@oasihotel.eu;http://www.oasihotel.eu;SP2008150;14;28;0;10;1]                                                                                                                                  ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;3STELLE;PALACE;C.so Roma 25;19015;;;0187/808143 - 0187/808206;0187/808613;info@hotelpalacelevanto.com;http://www.hotelpalacelevanto.com;SP1950;43;77;11;16;1]                                                                                                         ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;3STELLE;PALAZZO VANNONI;VIA MARCONI 4 - LEVANTO (SP);19015;;;0187/808146;0187/808146;info@hotelpalazzovannoni.it;www.hotelpalazzovannoni.it;201725323;11;22;8;18;1]                                                                                                   ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;3STELLE;PRIMAVERA;Via Cairoli 5;19015;;;0187/808023;0187/801588;info@primaverahotel.com;http://www.primaverahotel.com;SP2080;19;35;1;18;1]                                                                                                                            ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;3STELLE;VILLA MARGHERITA;Via Trento e Trieste 31;19015;;;0187/807212;0187/803717;info@villamargherita.net;http://www.villamargherita.net;SP200842;9;15;0;16;1]                                                                                                        ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;4STELLE;AL TERRA DI MARE;Loc. Gallona;19015;;;0187/807672;0187/807608;info@alterradimare.it;http://www.alterradimare.it;2004141;31;62;13;16;1]                                                                                                                        ##
LEVANTO;LA SPEZIA;Liguria;Alberghi;4STELLE;PARK HOTEL ARGENTO;Via per Sant'Anna snc;19015;;;0187/801223;0187/800474;info@parkhotelargento.com;http//www.parkhotelargento.com;SP2009127;47;94;44;10;1]                                                                                                    ##
LEVANTO;LA SPEZIA;Liguria;Locande;2STELLE;LA SOSTA DI OTTONE III;Via San Nicolo' 39;19015;Chiesanuova;;0187/814502;0187/814502;lasosta@lasosta.com;http://www.lasosta.com;SP2005129;6;13;7;11;1]                                                                                                         ##
MAISSANA;LA SPEZIA;Liguria;Alberghi;1STELLA;BELVEDERE;Via Provinciale 3;19010;Ossegna;;0187/845611;0187/845611;albergobelvedere@hotmail.it;;SP700;17;25;1;19;1]                                                                                                                                          ##
MAISSANA;LA SPEZIA;Liguria;Alberghi;1STELLA;MAFUN;Via Provinciale 6;19010;Santa Maria;;0187/845622;0187/845622;basco2001@libero.it;;SP1710;8;15;0;18;1]                                                                                                                                                  ##
MAISSANA;LA SPEZIA;Liguria;Alberghi;1STELLA;RITA;Via Provinciale 8;19010;Campore;;0187/845619;0187/845653;info@albergorita.com;;SP2100;7;10;0;15;1]                                                                                                                                                      ##
MAISSANA;LA SPEZIA;Liguria;Alberghi;3STELLE;LA VERANDA;Via Mario Padovani 26;19010;Tavarone;;0187/845629;0187/840297;albergolaveranda@libero.it;http://www.lavarone.it;SP1630;23;44;0;15;1]                                                                                                              ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;1STELLA;AGAVI;Via Fegina 30;19016;;;0187/817171;0187/818264;info@hotelagavi.it;;SP520;10;15;0;15;1]                                                                                                                                                        ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;1STELLA;AL CARUGIO;Via Roma 100;19016;;;0187/817453;0187/817453;info@alcarugio.it;http://www.alcarugio.it;SP550;9;17;0;20;1]                                                                                                                               ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;2STELLE;LA SPIAGGIA;Via Fegina 98;19016;;;0187/817567 - 817000;0187/817075;hotellaspiaggia@libero.it;http://www.laspiaggiahotel.com;SP1610;19;33;0;14;1]                                                                                                   ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;2STELLE;SOUVENIR - CASA MADRE;Via Gioberti 24;19016;;;0187/818054;0187/818054;info@hotelsouvenirmonterosso.it;http://www.hotelsouvenirmonterosso.it;SP2270;24;42;5;15;1]                                                                                   ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;2STELLE;STELLA DELLA MARINA;Via XX Settembre 11;19016;;;0187/802669;0187/818469;info@stelladellamarina.com;http://www.stelladellamarina.com;SP1880;10;19;2;18;1]                                                                                           ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;3STELLE;BAIA;Via Fegina 88;19016;;;0187/817512;0187/818322;info@baiahotel.it;http://www.baiahotel.it;SP650;27;51;2;10;1]                                                                                                                                   ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;3STELLE;CINQUE TERRE;Via IV Novembre 21;19016;;;0187/817543;0187/818380;info@hotel5terre.com;http://www.hotelcinqueterre.com/;SP820;53;95;5;11;1]                                                                                                          ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;3STELLE;DEGLI AMICI;Via Buranco 36;19016;;;0187/817574 - 817544;0187/817424;amici@cinqueterre.it;http://www.hotelamici.it/;SP930;41;78;0;11;1]                                                                                                             ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;3STELLE;LA COLONNINA;Via Zuecca 6;19016;;;0187/817439-817455;0187/817788;info@lacolonninacinqueterre.it;http://www.lacolonninacinqueterre.it;SP1500;26;52;9;16;1]                                                                                          ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;3STELLE;LA VILLA DEGLI ARGENTIERI;Via Fegina 120-122;19016;Fegina;;0187/818516;0187/818963;info@lavilladegliargentieri.it;www.lavilladegliargentieri.it;20149314;11;20;2;17;1]                                                                             ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;3STELLE;MARGHERITA;Via Roma 72;19016;;;0187/817699;0187/817390;margherita@hotelmonterosso.it;www.hotelmonterosso.it;2004225;31;60;10;11;1]                                                                                                                 ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;3STELLE;MARINA;Via Buranco 40;19016;;;0187/817613;0187/817242;marina@hotelmarina5terre.com;http://www.hotelmarinacinqueterre.it;SP1740;23;43;2;15;1]                                                                                                       ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;3STELLE;PASQUALE;Via Fegina 4;19016;;;0187/817477;0187/817056;pasquale@pasini.com;http://www.pasini.com;SP2000;15;25;0;20;1]                                                                                                                               ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;3STELLE;PUNTA MESCO;Via Molinelli 35;19016;;;0187/817495;0187/817495;info@hotelpuntamesco.it;http://www.hotelpuntamesco.it/;SP2090;17;34;0;14;1]                                                                                                           ##
MONTEROSSO AL MARE;LA SPEZIA;Liguria;Alberghi;3STELLE;SUISSE BELLEVUE;Loc. Minali 2;19016;;;0187/818065;0187/818325;cigolini@hotelsuissebellevue.it;http://www.hotelsuissebellevue.it;SP2330;30;60;16;10;1]                                                                                              ##
